PF3D7_0406500	-3.431329804	451	288	118	80	184	126	41	32	1.174192851
PF3D7_1402800	-3.386499007	258	173	81	58	129	85	44	33	0.920454545
PF3D7_1306500	-3.055413865	956	674	238	172	372	255	82	64	1.129400959
PF3D7_1303400	-2.753424658	221	139	62	41	77	53	25	17	0.864072398
PF3D7_1367900	-2.678516229	133	82	41	31	40	27	11	5	1.120984279
PF3D7_0814500	-2.472295515	190	131	39	29	57	34	14	10	0.835714286
PF3D7_1234700	-2.027866242	174	101	41	26	86	60	24	15	0.844348659
PF3D7_0710200	-1.954982818	484	278	179	67	178	93	63	27	1.044929818
PF3D7_1017600	-1.870236869	166	98	45	35	60	34	13	8	1.25115848
PF3D7_1127800	-1.802816901	229	160	45	33	78	60	13	11	1.179039301
PF3D7_0505700	-1.756493506	161	112	46	33	45	34	9	3	1.428571429
PF3D7_0110500	-1.752297593	366	232	85	65	143	93	40	26	0.830259563
PF3D7_0205100	-1.737588652	131	85	25	12	37	25	8	5	0.882633588
PF3D7_1108100	-1.735380117	263	163	66	38	94	67	26	19	0.907282831
PF3D7_0306100	-1.727707006	133	86	35	25	39	28	8	8	1.282894737
PF3D7_1239200	-1.701590997	593	403	151	108	228	162	59	46	0.984022637
PF3D7_1319000	-1.660416667	150	103	33	24	64	33	17	12	0.828235294
PF3D7_1145200	-1.633746898	505	317	179	124	203	117	74	54	0.972357506
PF3D7_1456000	-1.632459971	197	137	53	39	98	61	25	20	1.054619289
PF3D7_1027000	-1.626725566	317	217	84	57	128	83	33	20	1.027817608
PF3D7_1236200	-1.536856745	204	134	54	39	91	53	25	22	0.963529412
PF3D7_0613800	-1.505475785	709	458	196	129	275	166	81	60	0.93855021
PF3D7_0610200	-1.489583333	122	82	42	29	63	49	10	6	2.168852459
PF3D7_0414800	-1.412060302	32	21	10	8	18	9	5	4	1.125
PF3D7_0506500	-1.378894472	740	508	194	138	220	162	50	35	1.153513514
PF3D7_1308700	-1.377265239	115	65	33	21	39	29	13	7	0.860869565
PF3D7_0418300	-1.346774194	255	154	64	45	88	55	31	24	0.712460468
PF3D7_0212800	-1.345588235	187	128	57	36	67	43	18	14	1.134581105
PF3D7_0620000	-1.334653465	71	41	23	15	25	17	7	4	1.15694165
PF3D7_0112100	-1.331288344	6	4	3	3	3	3	0	0	Inf
PF3D7_1359500	-1.31598513	57	46	14	9	27	17	5	4	1.326315789
PF3D7_0407000	-1.286419753	73	45	12	7	29	19	11	8	0.433374844
PF3D7_0422200	-1.274348744	946	620	226	157	328	228	87	61	0.900682851
PF3D7_0411000	-1.239490446	237	135	63	44	115	74	32	24	0.955300633
PF3D7_1429200	-1.230185497	144	94	58	42	81	57	23	21	1.418478261
PF3D7_1146600	-1.21906226	246	139	75	47	66	42	15	9	1.341463415
PF3D7_0208400	-1.200497512	425	300	113	82	121	88	25	17	1.286870588
PF3D7_0206300	-1.179386823	58	42	16	10	31	22	5	4	1.710344828
PF3D7_1133200	-1.176158301	385	238	96	66	150	101	39	32	0.959040959
PF3D7_1019100	-1.165975104	334	218	77	53	118	80	27	18	1.007540475
PF3D7_0802100	-1.127279783	504	313	136	100	205	124	57	41	0.97048176
PF3D7_1015400	-1.125485123	164	119	40	34	52	32	11	8	1.152993348
PF3D7_1321100	-1.117203365	426	279	134	90	155	101	51	33	0.955997422
PF3D7_1334400	-1.116504854	50	34	17	9	17	10	3	3	1.926666667
PF3D7_0918700	-1.10312076	186	120	63	37	60	37	15	11	1.35483871
PF3D7_0411800	-1.082987552	369	252	111	77	118	68	37	18	0.959349593
PF3D7_0620600	-1.078231293	58	40	11	7	21	14	4	3	0.995689655
PF3D7_1140600	-1.0625	396	278	70	54	120	75	31	15	0.684261975
PF3D7_0909000	-1.058300395	137	92	37	26	76	63	18	15	1.140308191
PF3D7_0613600	-1.054158607	134	97	38	29	67	45	20	18	0.95
PF3D7_1120600	-1.053831041	431	279	109	76	125	79	34	20	0.929780265
PF3D7_1137600	-1.047256098	148	79	40	25	46	31	15	12	0.828828829
PF3D7_0919900	-1.023661639	716	468	175	133	217	140	54	43	0.982179806
PF3D7_1140700	-1.015824176	418	282	110	87	163	111	32	23	1.340460526
PF3D7_1442700	-1.011549184	723	497	162	109	179	123	43	36	0.932741484
PF3D7_0604500	-1.006263048	438	295	130	82	197	135	48	34	1.218131659
PF3D7_1019300	-0.975028377	306	202	91	57	120	75	33	23	1.081402258
PF3D7_0314700	-0.974597798	206	120	68	53	91	50	30	18	1.001294498
PF3D7_1324600	-0.969295605	238	170	58	45	113	73	30	20	0.917927171
PF3D7_0206500	-0.96448468	258	165	62	42	102	59	34	24	0.720930233
PF3D7_0903300	-0.961286294	902	550	243	166	327	204	84	50	1.048740893
PF3D7_1316100	-0.957526546	325	226	70	53	131	87	34	23	0.829864253
PF3D7_1031300	-0.95429815	163	102	53	36	57	39	20	16	0.926687117
PF3D7_1144800	-0.951367781	185	133	47	29	52	35	6	4	2.201801802
PF3D7_1023800	-0.949801849	108	66	30	22	47	37	11	7	1.186868687
PF3D7_0518700	-0.935586061	189	128	52	38	105	62	28	21	1.031746032
PF3D7_0707300	-0.931475029	111	70	30	19	52	30	15	10	0.936936937
PF3D7_0420000	-0.918991098	688	443	209	134	262	157	71	33	1.120987553
PF3D7_0214900	-0.912631579	128	73	32	21	53	36	8	3	1.65625
PF3D7_0932700	-0.884304207	224	143	66	51	73	53	16	13	1.344308036
PF3D7_0510100	-0.871794872	422	271	102	75	155	113	45	33	0.832543444
PF3D7_0321300	-0.85371179	181	112	33	22	64	37	14	10	0.833464878
PF3D7_0417400	-0.848426651	840	515	207	139	361	234	82	61	1.08488676
PF3D7_0716200	-0.840144231	91	59	20	16	51	34	13	10	0.862214708
PF3D7_0407600	-0.838283828	277	187	68	54	83	57	20	12	1.018772563
PF3D7_1339700	-0.832128099	430	292	93	69	148	104	39	24	0.820751342
PF3D7_0804300	-0.826966292	142	93	45	30	49	33	12	10	1.294014085
PF3D7_1325400	-0.823813583	581	390	148	103	219	139	54	40	1.03308472
PF3D7_1229300	-0.814141414	190	134	55	33	56	37	19	15	0.853185596
PF3D7_1350500	-0.813811189	246	145	69	54	97	70	25	19	1.088292683
PF3D7_1466900	-0.797316384	359	235	99	73	126	77	24	20	1.447771588
PF3D7_1314700	-0.790613718	110	71	30	21	39	23	15	10	0.709090909
PF3D7_1403200	-0.783505155	62	38	12	8	19	13	2	2	1.838709677
PF3D7_0508900	-0.779834078	597	383	182	118	177	103	60	34	0.899329983
PF3D7_0827700	-0.779427359	199	151	50	37	71	54	13	10	1.372245845
PF3D7_1019600	-0.779338843	189	122	53	48	85	46	25	18	0.953439153
PF3D7_1473900	-0.776995305	266	165	63	44	83	59	18	13	1.092105263
PF3D7_0804700	-0.775775776	288	189	74	48	75	50	22	16	0.87594697
PF3D7_1318300	-0.766847826	420	271	106	76	133	86	29	18	1.157471264
PF3D7_1117900	-0.76410605	278	192	83	61	95	60	21	18	1.350633779
PF3D7_0211700	-0.763179238	191	123	42	20	72	57	14	10	1.130890052
PF3D7_0910200	-0.757249919	718	458	178	126	221	143	54	38	1.014598164
PF3D7_0924600	-0.752161383	428	286	80	55	138	107	38	29	0.678799803
PF3D7_0310200	-0.750769231	623	420	180	131	227	153	62	42	1.05783669
PF3D7_0418600	-0.749378419	271	169	89	56	158	95	42	20	1.235459497
PF3D7_0609300	-0.740628166	167	122	57	47	65	47	13	11	1.706586826
PF3D7_1241900	-0.733727811	101	69	24	16	67	42	20	15	0.796039604
PF3D7_1448100	-0.733333333	38	31	8	7	11	8	3	2	0.771929825
PF3D7_1238500	-0.731788079	295	194	94	56	110	76	27	16	1.298179535
PF3D7_1126800	-0.727571116	215	130	55	36	65	45	12	11	1.385658915
PF3D7_1409600	-0.71875	136	83	38	26	58	41	15	14	1.080392157
PF3D7_0403200	-0.717857143	131	90	36	26	49	31	21	15	0.641221374
PF3D7_0723400	-0.717299578	304	201	87	64	85	49	21	13	1.158364662
PF3D7_0203200	-0.715976331	100	72	29	20	34	22	12	9	0.821666667
PF3D7_1020600	-0.714620431	303	195	82	58	129	89	25	21	1.396435644
PF3D7_0502400	-0.713567839	122	83	36	21	40	22	16	13	0.737704918
PF3D7_0415200	-0.706600362	266	156	91	49	117	69	36	28	1.111842105
PF3D7_0202600.1	-0.706189411	284	180	91	64	64	36	19	13	1.079318013
PF3D7_1428700	-0.704387991	54	45	8	5	30	16	8	8	0.555555556
PF3D7_0611800	-0.702278325	447	276	130	84	133	94	50	31	0.77360179
PF3D7_0202600.2	-0.701492537	NA	NA	NA	NA	NA	NA	NA	NA	NA
PF3D7_0624200	-0.695014663	68	50	12	10	28	18	7	7	0.705882353
PF3D7_1312100	-0.683420855	309	206	78	65	95	66	12	10	1.998381877
PF3D7_0819700	-0.682458387	126	76	30	25	51	39	8	5	1.517857143
PF3D7_0704100	-0.679123349	787	519	186	133	271	192	63	43	1.016639438
PF3D7_0916400	-0.675664946	642	396	152	101	192	128	44	36	1.033135089
PF3D7_1416600	-0.669200264	729	488	174	138	238	158	62	49	0.916235232
PF3D7_0410000	-0.668667467	76	36	19	10	35	24	10	5	0.875
PF3D7_1331200	-0.656019656	56	37	14	7	35	26	7	7	1.25
PF3D7_1143100	-0.654613466	422	259	135	98	145	94	37	24	1.253682593
PF3D7_0713900	-0.646679742	571	361	173	97	198	118	79	40	0.75936066
PF3D7_0723300	-0.6375	78	52	16	10	29	18	6	4	0.991452991
PF3D7_1225200	-0.636899747	143	98	39	25	62	38	15	15	1.127272727
PF3D7_1442400	-0.63606247	501	340	133	93	172	104	37	25	1.234072396
PF3D7_1415400	-0.631614654	276	187	74	51	105	67	28	16	1.005434783
PF3D7_1220800	-0.619970194	101	71	32	23	34	23	9	6	1.196919692
PF3D7_1018800	-0.611581921	115	83	25	17	54	35	8	7	1.467391304
PF3D7_0313000	-0.60982659	51	31	16	11	17	10	9	7	0.592592593
PF3D7_1237100	-0.604584527	472	281	136	94	173	105	41	25	1.215791649
PF3D7_1004400	-0.603409091	246	164	63	50	91	54	33	21	0.706208426
PF3D7_0927200	-0.59127228	287	194	74	51	118	84	34	21	0.894855503
PF3D7_0607700	-0.590479651	464	313	132	92	177	117	46	35	1.09464018
PF3D7_1104900	-0.590123457	275	172	93	69	92	55	27	16	1.152323232
PF3D7_1325900	-0.566400581	389	272	101	69	158	103	51	35	0.804375221
PF3D7_0507800	-0.565160445	217	136	52	35	101	67	29	20	0.834578103
PF3D7_1415600	-0.563039724	293	195	73	58	75	56	17	12	1.099176872
PF3D7_0926500	-0.560874089	314	220	95	70	158	93	34	21	1.405957287
PF3D7_1028500	-0.550119332	142	94	35	24	50	40	15	10	0.821596244
PF3D7_0914900	-0.548660085	160	114	35	21	53	37	18	11	0.644097222
PF3D7_0217200	-0.545404513	338	234	97	65	129	76	34	22	1.088844414
PF3D7_1324300	-0.544044321	874	573	210	150	357	238	74	52	1.159162595
PF3D7_0216300	-0.543808834	341	235	80	54	97	64	23	13	0.989417315
PF3D7_0825900	-0.535321821	133	87	31	22	63	44	13	10	1.129554656
PF3D7_1139600	-0.53100159	201	148	42	28	49	30	9	5	1.137645108
PF3D7_1251600	-0.530898876	175	113	44	26	51	34	10	5	1.282285714
PF3D7_0615900	-0.529900332	372	212	86	59	117	66	36	28	0.751344086
PF3D7_1228600	-0.528936743	81	49	24	16	41	28	17	9	0.71459695
PF3D7_0806100	-0.528888889	100	71	29	18	42	31	9	5	1.353333333
PF3D7_1142900	-0.528599606	94	70	20	14	36	22	7	5	1.094224924
PF3D7_0519500	-0.526527331	348	236	108	86	165	114	40	27	1.280172414
PF3D7_0616400	-0.526190476	301	196	74	37	88	60	22	16	0.983388704
PF3D7_1144400	-0.523907104	424	275	84	64	134	84	33	25	0.804459691
PF3D7_1024100	-0.522644928	154	110	30	21	59	40	14	11	0.82096475
PF3D7_0923400	-0.519021739	235	157	63	47	70	51	19	14	0.987681971
PF3D7_0717800	-0.518300654	202	127	43	33	103	61	20	18	1.096287129
PF3D7_1451200	-0.513962766	455	278	114	87	178	128	41	34	1.087751273
PF3D7_1132400	-0.51266256	256	172	50	37	79	47	16	11	0.964355469
PF3D7_0604000	-0.507462687	350	245	85	61	121	84	40	25	0.734642857
PF3D7_1237900	-0.506734007	196	125	56	39	52	28	15	11	0.99047619
PF3D7_1416200	-0.501315789	541	336	150	112	198	129	44	31	1.247689464
PF3D7_0516800	-0.499579479	352	231	103	66	137	86	49	35	0.81812384
PF3D7_0407800	-0.497959184	291	190	91	64	135	84	38	27	1.110960391
PF3D7_1247700	-0.493540052	64	45	9	4	31	21	8	6	0.544921875
PF3D7_0806700	-0.49222395	354	241	103	79	111	70	35	27	0.922760291
PF3D7_1407600	-0.485489424	553	362	124	98	133	79	41	31	0.727384995
PF3D7_0928800	-0.482926829	154	106	34	24	67	42	10	8	1.479220779
PF3D7_0207000	-0.481617647	69	34	17	8	14	10	2	2	1.724637681
PF3D7_1413700	-0.479802143	249	188	53	35	86	62	21	15	0.871677185
PF3D7_1131300	-0.477876106	89	64	19	15	31	19	9	5	0.735330836
PF3D7_1207800	-0.469008264	308	188	95	64	82	53	24	20	1.053841991
PF3D7_0606600	-0.467274234	370	262	105	72	182	120	40	32	1.291216216
PF3D7_1024900	-0.467218332	205	137	64	47	73	47	19	12	1.199486521
PF3D7_0504800	-0.466394751	1055	745	279	195	388	250	94	68	1.091580115
PF3D7_1356000	-0.461373391	365	266	84	62	140	100	35	26	0.920547945
PF3D7_1119700	-0.454545455	35	21	12	9	17	12	5	4	1.165714286
PF3D7_0103100	-0.447368421	338	220	94	70	132	82	28	17	1.311073542
PF3D7_1014900	-0.445809566	586	368	166	122	173	116	51	44	0.960918156
PF3D7_1132100	-0.440707965	231	151	61	43	81	53	24	17	0.891233766
PF3D7_0721000	-0.436253252	431	298	124	93	214	149	60	46	1.026140758
PF3D7_0108700	-0.435763889	191	113	61	41	80	57	20	17	1.277486911
PF3D7_0722200	-0.432576769	126	85	41	34	41	31	12	8	1.111772487
PF3D7_0311100	-0.431666667	85	58	34	22	43	23	16	7	1.075
PF3D7_0719400	-0.425765453	189	126	39	30	111	72	33	23	0.694083694
PF3D7_0218200	-0.423791822	152	99	43	32	52	36	18	17	0.817251462
PF3D7_1408200	-0.422444183	368	216	83	58	150	98	35	24	0.966614907
PF3D7_1354000	-0.416806723	174	126	37	27	54	36	13	12	0.883289125
PF3D7_0218600	-0.414705882	477	304	120	78	179	110	47	33	0.958115884
PF3D7_1228800	-0.410096603	490	313	126	92	209	149	56	44	0.959693878
PF3D7_0914500	-0.407986111	460	327	95	64	130	88	26	16	1.032608696
PF3D7_0208300	-0.407325194	401	272	86	53	136	84	26	19	1.121810857
PF3D7_0315600	-0.404123711	72	34	31	23	45	30	14	11	1.383928571
PF3D7_0507300	-0.403135498	235	147	71	47	75	44	20	16	1.132978723
PF3D7_1116000	-0.402164863	149	73	60	43	69	42	25	16	1.111409396
PF3D7_0307600	-0.396782842	169	107	35	27	55	35	20	17	0.569526627
PF3D7_0817400	-0.392422192	96	66	15	9	41	25	6	4	1.067708333
PF3D7_1136600	-0.39107413	348	217	86	60	105	66	25	19	1.037931034
PF3D7_0929300	-0.386554622	152	104	50	35	43	30	16	14	0.884046053
PF3D7_1018700	-0.386106624	115	70	27	20	43	25	8	4	1.261956522
PF3D7_1417600	-0.385885886	943	615	289	201	316	201	80	57	1.210551432
PF3D7_0423600	-0.385235732	314	203	67	54	124	71	33	20	0.801775719
PF3D7_1134300	-0.378985182	633	416	163	130	165	107	40	31	1.062203791
PF3D7_0928700	-0.377081945	312	213	85	57	108	85	27	19	1.08974359
PF3D7_0933300	-0.372708758	152	120	31	19	58	37	10	5	1.182894737
PF3D7_0423300	-0.369747899	104	66	28	23	21	11	8	6	0.706730769
PF3D7_1119900	-0.36649514	358	242	91	71	117	79	29	22	1.025524947
PF3D7_1224700	-0.364818617	205	131	50	34	78	54	23	10	0.827147402
PF3D7_1330800	-0.359060403	82	56	26	19	64	40	24	14	0.845528455
PF3D7_0815800	-0.354609929	297	196	81	57	151	100	28	24	1.470779221
PF3D7_0922800	-0.347591069	820	570	189	138	304	207	68	52	1.030416069
PF3D7_1323800	-0.347376201	216	139	57	39	90	55	16	14	1.484375
PF3D7_1306000	-0.340044743	344	231	95	70	99	66	20	17	1.367005814
PF3D7_1344300	-0.338709677	299	205	69	56	107	69	22	17	1.122377622
PF3D7_1423700	-0.335686778	234	159	78	48	118	72	26	18	1.512820513
PF3D7_1327300	-0.332033426	345	205	111	89	100	72	33	23	0.974967062
PF3D7_1215700	-0.32884097	325	222	78	58	81	54	15	13	1.296
PF3D7_1021900	-0.328384279	351	242	93	62	156	95	26	20	1.58974359
PF3D7_0420300	-0.327094731	402	259	138	99	254	153	100	61	0.871940299
PF3D7_0512800	-0.326642336	259	177	58	43	104	76	28	22	0.831770546
PF3D7_1129100	-0.325221239	89	53	28	19	43	28	10	8	1.352808989
PF3D7_1356800	-0.323194857	1125	764	256	195	354	225	78	59	1.032752137
PF3D7_0106500	-0.323175053	303	193	103	73	96	66	19	16	1.71756123
PF3D7_0803100	-0.322891566	209	131	60	47	69	39	20	13	0.990430622
PF3D7_0521900	-0.32056338	306	186	84	57	109	71	39	27	0.767219708
PF3D7_0603600	-0.319679054	483	318	124	85	199	133	49	33	1.042633202
PF3D7_0408200	-0.31511254	106	73	27	21	38	22	15	10	0.645283019
PF3D7_0624800	-0.314102564	89	45	18	10	40	29	7	5	1.155698234
PF3D7_1410400	-0.313299233	83	40	43	25	49	32	15	11	1.692369478
PF3D7_1447800	-0.311178248	332	208	73	58	132	90	34	26	0.853649894
PF3D7_0801900	-0.311025311	790	473	214	146	329	212	106	74	0.840769047
PF3D7_1234100	-0.30775154	569	370	149	92	218	140	66	49	0.864941151
PF3D7_1405700	-0.307371349	153	91	40	36	57	43	16	11	0.931372549
PF3D7_1436400	-0.305379747	222	151	65	48	80	56	17	14	1.377848437
PF3D7_1205500	-0.304761905	223	156	70	48	172	117	52	40	1.038289065
PF3D7_0314900	-0.288052373	52	30	15	13	24	16	10	7	0.692307692
PF3D7_0809200	-0.284954407	170	103	52	26	73	41	31	12	0.720303605
PF3D7_0531100	-0.284284655	757	444	194	134	221	131	63	44	0.898995618
PF3D7_1204100	-0.282828283	263	163	60	48	80	54	21	13	0.869092884
PF3D7_0103600	-0.279009126	255	171	70	32	103	67	27	14	1.047204067
PF3D7_0604100	-0.274886306	406	283	125	91	178	118	55	36	0.996417376
PF3D7_1017300.2	-0.272727273	4	3	1	1	3	1	0	0	Inf
PF3D7_1433400	-0.272364079	1057	743	242	174	431	287	97	65	1.017292668
PF3D7_0820900	-0.272208122	419	273	78	51	125	81	31	22	0.750635153
PF3D7_0807600	-0.272113943	127	81	36	24	62	38	16	10	1.098425197
PF3D7_1021800	-0.270973963	318	204	92	66	100	63	28	19	1.033243486
PF3D7_0920400	-0.269978402	377	257	90	63	155	101	33	25	1.121292501
PF3D7_1325800	-0.264187867	232	162	61	46	81	62	26	24	0.8191313
PF3D7_1032700	-0.264014467	78	49	30	20	29	21	10	6	1.115384615
PF3D7_1024800	-0.262978142	137	99	43	36	97	60	28	20	1.087330553
PF3D7_0322700	-0.259043928	570	380	135	92	208	128	77	55	0.639781271
PF3D7_1123000	-0.25820835	352	235	106	71	150	87	41	33	1.101718404
PF3D7_1009100	-0.255319149	114	80	32	21	44	33	7	3	1.764411028
PF3D7_0917400	-0.254841208	378	257	87	58	126	83	31	26	0.935483871
PF3D7_1331500	-0.25	93	65	22	16	40	28	6	5	1.577060932
PF3D7_1007800	-0.243503369	308	211	59	45	97	59	18	13	1.032287157
PF3D7_1120700	-0.242811502	201	144	57	44	68	43	17	17	1.134328358
PF3D7_0725000	-0.242019302	197	128	67	50	89	62	16	12	1.891814721
PF3D7_0526800	-0.241847826	49	29	16	8	23	14	6	5	1.25170068
PF3D7_0825000	-0.238581731	438	292	126	92	122	79	25	21	1.403835616
PF3D7_1117200	-0.2382287	300	207	69	50	118	74	26	17	1.043846154
PF3D7_0505000	-0.237647059	517	322	129	87	194	123	47	30	1.029918927
PF3D7_1308400	-0.237188873	1526	1006	360	276	603	403	144	102	0.987876802
PF3D7_0629400	-0.237179487	43	36	15	13	20	14	4	3	1.744186047
PF3D7_0507200	-0.236671001	87	53	18	13	51	38	11	8	0.959247649
PF3D7_0606000	-0.236124177	289	185	73	56	88	63	26	15	0.85493745
PF3D7_1322400	-0.232432432	41	33	10	7	28	18	7	7	0.975609756
PF3D7_0622900	-0.223730518	409	281	91	71	150	116	30	21	1.112469438
PF3D7_0307700	-0.222343921	239	155	67	51	132	85	42	31	0.881052002
PF3D7_0215500	-0.219895288	116	80	29	22	45	29	14	9	0.803571429
PF3D7_1472200	-0.216792537	319	213	73	51	208	131	44	40	1.081789684
PF3D7_0619300	-0.212271973	698	492	171	123	270	170	70	48	0.94494474
PF3D7_0706200	-0.207792208	6	6	4	1	3	2	1	1	2
PF3D7_1139100	-0.207146845	371	241	86	60	129	72	36	22	0.830637916
PF3D7_1473200	-0.207048458	77	43	27	16	64	37	18	15	1.246753247
PF3D7_1471900	-0.206766917	526	395	111	76	166	121	32	23	1.09470057
PF3D7_0914100	-0.204116638	243	156	64	45	96	59	33	22	0.766180322
PF3D7_0934900	-0.204081633	76	60	17	9	34	28	10	9	0.760526316
PF3D7_1423400	-0.195221843	202	137	50	36	82	59	16	14	1.268564356
PF3D7_1309400	-0.194423512	236	137	98	61	106	54	38	23	1.158340767
PF3D7_0313400	-0.192602041	135	90	37	23	43	33	8	7	1.473148148
PF3D7_1329900	-0.192362093	107	84	30	19	49	30	8	6	1.71728972
PF3D7_1319600	-0.187997551	322	229	68	55	126	92	21	13	1.267080745
PF3D7_1470600	-0.183864916	100	59	23	14	39	23	8	4	1.12125
PF3D7_0817200	-0.182160804	116	85	23	17	64	31	14	10	0.906403941
